,DEC,DISCOVERYNAME,DISCOVERYREFNAME,DISTARCSEC,GAIAGEST,GUNNG,GUNNGERR,GUNNI,GUNNIERR,GUNNR,GUNNRERR,GUNNY,GUNNYERR,GUNNZ,GUNNZERR,LIT_PARALLAX,LIT_PARALLAXREFNAME,LIT_PARALLAX_ERROR,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,PARALLAX,PARALLAX_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PMDEC,PMDEC_ERROR,PMRA,PMRA_ERROR,RA,SHORTNAME,SOURCE_ID,SPTNIRNAME,SPTNIRREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTPHONAME,SPTPHOREFNAME,TMASSH,TMASSHERR,TMASSJ,TMASSJERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,source_id
607,-55.043551762,  2MASS 19360187-5502322 ,2008AJ....136.1290R,0.15,19.641,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,43.3,2013AJ....146..161M,4.5,       ...,                ...,45.04,0.51,-99999.0,-99999.0,-99999.0,-99999.0,262.0,1.2,19.642,0.005,-99999.0,-99999.0,-99999.0,-99999.0,-299.26,0.81,200.73,0.82,294.009391361, J1936-5502 ,6641789348394399488,       L4 ,2013AJ....146..161M,      L5: ,2008AJ....136.1290R,      ... ,               ... ,13.628,0.035,14.485999999999999,0.039,13.046,0.032,12.312000000000001,0.024,12.024000000000001,0.024,11.682,0.384,104.0
610,-17.907145868,  2MASS 19561542-1754252 ,2007A&A...466.1059K,0.07,18.839000000000002,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,28.48,0.33,82.7,13.8,20.558000000000003,0.182,1056.4,2.1,18.129,0.002,2007.8,17.9,16.505,0.01,-34.71,0.35,7.96,0.61,299.064315674, J1956-1754 ,6870499758522734208,      L0: ,2007A&A...466.1059K,       M8 ,2008AJ....136.1290R,      ... ,               ... ,13.107999999999999,0.033,13.754000000000001,0.028999999999999998,12.651,0.034,12.386,0.024,12.169,0.025,12.279000000000002,0.395,478.0
611,-5.365100117,  2MASS 20025073-0521524 ,2007AJ....133..439C,0.09,20.509,-99999.0,-99999.0,20.552,0.027000000000000003,21.829,0.196,17.539,0.011000000000000001,18.604,0.01,-99999.0,               ... ,-99999.0,       ...,                ...,56.72,1.48,51.7,17.3,21.066999999999997,0.364,105.1,0.9,20.634,0.009000000000000001,235.6,8.8,18.832,0.04,-114.7,2.44,-111.38,3.13,300.710816262, J2002-0521 ,4220379661283166720,     L7:: ,2014ApJ...794..143B,       L6 ,2007AJ....133..439C,      ... ,               ... ,14.277999999999999,0.05,15.315999999999999,0.051,13.417,0.037000000000000005,12.571,0.023,12.095999999999998,0.023,11.157,0.17,852.0
615,-28.100904594,              2MUCD20856 ,2008AJ....136.1290R,0.04,18.939,20.927,-99999.0,18.684,0.005,21.36,0.05,16.122,0.013000000000000001,17.101,0.004,20.95,2016ApJ...833...96L,1.3,       ...,                ...,20.76,0.4,67.1,15.2,20.785,0.24600000000000002,436.1,1.5,19.089000000000002,0.004,901.3,14.7,17.375,0.018000000000000002,-68.58,0.48,42.28,0.61,303.46492017, J2013-2806 ,6845967936118138752,  L0Int-G ,2013ApJ...772...79A,     M9 p ,2008AJ....136.1290R,      ... ,               ... ,13.460999999999999,0.027999999999999997,14.242,0.03,12.944,0.027000000000000003,12.55,0.024,12.174000000000001,0.025,11.78,0.335,226.0
617,-29.721852191,  2MASS 20261584-2943124 ,2007AJ....133..439C,0.18,19.608,-99999.0,-99999.0,19.172,0.01,21.394000000000002,0.136,16.777,0.016,17.702,0.015,-99999.0,               ... ,-99999.0,      UR; ,2010AJ....140..110G,25.56,0.63,41.9,8.9,21.296999999999997,0.23,260.3,1.2,19.65,0.005,513.0,11.1,17.987000000000002,0.023,-366.31,0.66,26.59,0.89,306.566146016, J2026-2943 ,6797628972554531840, L1 + T6: ,2010AJ....140..110G,      L1: ,2007AJ....133..439C,      ... ,               ... ,13.946,0.025,14.802,0.03,13.36,0.034,13.078,0.024,12.8,0.027000000000000003,11.81,-99999.0,335.0
618,0.8740036609999999,  2MASS 20282035+0052265 ,2002AJ....123.3409H,0.09,19.307000000000002,-99999.0,-99999.0,18.844,0.006,21.118000000000002,0.036000000000000004,16.348,0.005,17.344,0.005,33.25,2016AJ....152...24W,1.32,       ...,                ...,35.21,0.73,33.9,5.8,21.526999999999997,0.184,367.3,0.9,19.276,0.003,720.5,8.3,17.618,0.013000000000000001,-6.32,0.74,86.54,1.04,307.08520033400004, J2028+0052 ,4230729359939866752,      ... ,               ... ,       L3 ,2002AJ....123.3409H,      ... ,               ... ,13.377,0.031,14.298,0.035,12.793,0.03,12.302999999999999,0.023,12.027999999999999,0.023,11.33,0.17800000000000002,837.0
619,7.826124677,WISE J203042.79+074934.7 ,2013ApJS..205....6M,0.42,20.664,-99999.0,-99999.0,21.608,0.057999999999999996,-99999.0,-99999.0,16.424,0.009000000000000001,18.018,0.018000000000000002,-99999.0,               ... ,-99999.0,       ...,                ...,103.97,0.98,30.9,7.7,21.628,0.272,160.2,1.1,20.176,0.006999999999999999,406.1,11.5,18.24,0.031,-112.01,1.74,661.46,1.49,307.679262188, J2030+0749 ,1749030362195988096,     T1.5 ,2013ApJS..205....6M,      ... ,               ... ,      ... ,               ... ,13.435,0.032,14.227,0.026000000000000002,13.319,0.038,12.966,0.025,12.129000000000001,0.024,10.966,0.141,1791.0
620,8.448179775,  2MASS 20343769+0827009 ,2008AJ....136.1290R,0.19,19.343,-99999.0,-99999.0,18.865,0.012,21.256999999999998,0.024,16.426,0.012,17.385,0.008,-99999.0,               ... ,-99999.0,       ...,                ...,35.31,0.42,58.6,9.6,20.932,0.17800000000000002,359.8,1.1,19.298,0.003,691.2,5.9,17.663,0.009000000000000001,-498.88,0.55,-86.7,0.65,308.656667281, J2034+0827 ,1749473774619251840,      ... ,               ... ,       L1 ,2008AJ....136.1290R,      ... ,               ... ,13.593,0.035,14.464,0.034,13.08,0.031,12.770999999999999,0.024,12.559000000000001,0.025,11.857000000000001,0.355,871.0
621,10.857443905999999,  2MASS 20360316+1051295 ,2008AJ....136.1290R,0.12,19.000999999999998,-99999.0,-99999.0,18.611,0.004,20.898000000000003,0.046,16.084,0.005,17.098,0.006,-99999.0,               ... ,-99999.0,       ...,                ...,42.37,0.42,26.5,6.0,21.794,0.244,469.8,1.2,19.009,0.003,916.7,6.8,17.355999999999998,0.008,-179.35,0.49,-123.96,0.62,309.01263522, J2036+1051 ,1754495583527340416,      ... ,               ... ,       L3 ,2008AJ....136.1290R,      ... ,               ... ,13.017999999999999,0.022000000000000002,13.95,0.026000000000000002,12.447000000000001,0.027000000000000003,11.909,0.022000000000000002,11.602,0.022000000000000002,11.114,0.146,619.0
623,-35.112945116,  2MASS 20414283-3506442 ,2007AJ....133..439C,0.07,19.75,-99999.0,-99999.0,19.329,0.025,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,      MG; ,2015ApJ...798...73G,24.89,1.49,31.0,4.6,21.622,0.161,210.1,1.0,19.882,0.005,417.3,5.9,18.211,0.015,-145.32,1.58,34.86,2.2,310.428726749, J2041-3506 ,6779542590396176896,       L2 ,2014ApJ...794..143B,      L2: ,2007AJ....133..439C,      ... ,               ... ,13.987,0.022000000000000002,14.887,0.033,13.401,0.037000000000000005,12.873,0.025,12.582,0.027000000000000003,12.065999999999999,0.34,193.0
624,-63.536086843999996,           SIPS2045-6332 ,2013AJ....146..161M,0.25,17.439,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,41.72,2014AJ....147...94D,1.5,      MG; ,2010MNRAS.409..552G,43.69,0.2,61.2,3.8,20.885,0.067,1695.2,4.0,17.615,0.003,3627.0,19.9,15.863,0.006,-214.69,0.3,78.46,0.22,311.260744804, J2045-6332 ,6450595924277607040,      L1: ,2013AJ....146..161M,      ... ,               ... ,      ... ,               ... ,11.807,0.023,12.619000000000002,0.027000000000000003,11.207,0.023,10.765,0.023,10.374,0.02,9.826,0.037000000000000005,224.0
625,-2.87550951,             2MUCD 12054 ,2003AJ....126.2421C,0.12,18.133,22.122,0.027000000000000003,17.633,0.004,19.994,0.013000000000000001,15.177999999999999,0.003,16.173,0.002,64.71,2016AJ....152...24W,0.77,       ...,                ...,64.47,0.24,70.8,8.8,20.726,0.135,1119.5,1.1,18.066,0.001,2151.7,12.9,16.43,0.006999999999999999,-102.22,0.22,-2.87,0.36,314.475377248, J2057-0252 ,6915795853718552960,     L1.5 ,2004A&A...416L..17K,     L1.5 ,2003AJ....126.2421C,      ... ,               ... ,12.267999999999999,0.024,13.120999999999999,0.024,11.724,0.025,11.292,0.023,11.022,0.02,10.277000000000001,0.08,697.0
628,-3.126152032,  2MASSI J2107316-030733 ,2003AJ....126.2421C,0.1,18.969,-99999.0,-99999.0,18.451,0.004,21.039,0.028999999999999998,16.021,0.006,16.969,0.005,-99999.0,               ... ,-99999.0,       ...,                ...,28.25,0.5,34.9,3.6,21.493000000000002,0.113,506.9,2.1,18.926,0.004,1063.8,33.6,17.195,0.034,-31.78,0.58,152.91,0.68,316.882700696, J2107-0307 ,6915878523250505856,      ... ,               ... ,       L0 ,2003AJ....126.2421C,      ... ,               ... ,13.443,0.031,14.2,0.032,12.878,0.03,12.514000000000001,0.023,12.232000000000001,0.023,12.003,0.316,74.0
629,-45.73523211,  2MASS 21075409-4544064 ,2008AJ....136.1290R,0.07,19.838,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,30.65,0.64,37.6,6.1,21.413,0.17600000000000002,211.1,0.9,19.877,0.005,417.8,9.4,18.209,0.025,-25.32,1.0,103.84,0.99,316.976065528, J2107-4544 ,6483544920505696256,     L2.5 ,2014ApJ...794..143B,      L0: ,2008AJ....136.1290R,      ... ,               ... ,13.953,0.038,14.915,0.032,13.38,0.034,12.960999999999999,0.024,12.648,0.025,12.055,-99999.0,802.0
632,-81.675263605,  2MASS 21265040-8140293 ,2008AJ....136.1290R,0.01,20.083,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,31.3,2016ApJS..225...10F,2.6,      MG; ,2014ApJ...783..121G,29.25,0.92,22.5,5.1,21.973000000000003,0.247,96.7,0.8,20.725,0.009000000000000001,202.0,10.9,18.999000000000002,0.059000000000000004,-115.37,2.44,56.51,1.66,321.711587835, J2126-8140 ,6348511080000131072,      ... ,               ... ,  L3Int-G ,2009AJ....137.3345C,      ... ,               ... ,14.405,0.054000000000000006,15.542,0.055999999999999994,13.546,0.042,12.925,0.023,12.474,0.023,11.932,0.182,552.0
634,-8.755894086,  2MASSW J2130446-084520 ,2008ApJ...689.1295K,0.17,18.689,-99999.0,-99999.0,18.512999999999998,0.008,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,37.33,0.44,88.9,40.0,20.479,0.488,488.7,2.0,18.965999999999998,0.004,945.6,31.7,17.323,0.036000000000000004,-41.79,0.67,351.95,0.76,322.687565394, J2130-0845 ,6894737663425859328,     M8.5 ,2014ApJ...794..143B,     L1.5 ,2008ApJ...689.1295K,      ... ,               ... ,13.334000000000001,0.032,14.137,0.032,12.815,0.033,12.472999999999999,0.025,12.25,0.024,11.492,0.207,869.0
635,14.845995098,  2MASS 21371044+1450475 ,2008AJ....136.1290R,0.02,19.055,-99999.0,-99999.0,18.533,0.006,20.883000000000003,0.044000000000000004,16.145,0.005,17.132,0.006,-99999.0,               ... ,-99999.0,       ...,                ...,42.38,0.32,45.2,8.5,21.214000000000002,0.204,468.2,2.1,19.012,0.005,886.4,8.2,17.393,0.01,-136.3,1.07,-156.84,0.67,324.292864039, J2137+1450 ,1770881266011697920,       L1 ,2014ApJ...794..143B,       L2 ,2008AJ....136.1290R,      ... ,               ... ,13.302,0.033,14.133,0.031,12.815,0.033,12.417,0.023,12.162,0.022000000000000002,11.767000000000001,0.28600000000000003,277.0
642,-66.176624262,   DENIS J2150133-661036 ,2010A&A...517A..53M,0.07,18.659000000000002,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,34.92,0.29,33.6,4.0,21.535,0.128,743.2,1.5,18.511,0.002,1421.9,12.0,16.88,0.009000000000000001,51.36,0.48,-78.03,0.34,327.55435181, J2150-6610 ,6398883620384263552,      ... ,               ... ,       L0 ,2010A&A...517A..53M,      ... ,               ... ,13.107000000000001,0.025,13.86,0.026000000000000002,12.645999999999999,0.024,12.309000000000001,0.022000000000000002,12.024000000000001,0.022000000000000002,11.485999999999999,0.19399999999999998,461.0
645,-55.578415243,  2MASS 21574904-5534420 ,2008AJ....136.1290R,0.17,19.009,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,29.08,0.3,32.2,3.9,21.581,0.131,514.4,1.2,18.91,0.002,1000.5,11.3,17.261,0.012,-19.6,0.44,46.91,0.39,329.45474216599996, J2157-5534 ,6412958026349034880,      ... ,               ... ,     L0:: ,2008AJ....136.1290R,      ... ,               ... ,13.44,0.028999999999999998,14.263,0.032,13.002,0.03,12.69,0.023,12.425,0.024,11.725999999999999,0.252,466.0
648,-42.290001536,  2MASSW J2206450-421721 ,2000AJ....120..447K,0.09,20.269000000000002,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,33.79,1.71,26.5,11.8,21.795,0.483,89.8,1.0,20.805,0.012,194.5,10.8,19.04,0.06,-183.21,2.29,130.8,1.84,331.688253011, J2206-4217 ,6568464361047484288,     L4:: ,2014ApJ...794..143B,       L2 ,2000AJ....120..447K,      ... ,               ... ,14.447000000000001,0.061,15.555,0.066,13.609000000000002,0.055,12.856,0.023,12.402000000000001,0.024,11.821,0.266,757.0
651,-21.602603936999998,  2MASS 22134491-2136079 ,2007AJ....133..439C,0.03,19.992,-99999.0,-99999.0,20.074,0.027999999999999997,22.086,0.16,17.572,0.017,18.61,0.012,20.85,2016ApJ...833...96L,1.92,       ...,                ...,21.14,1.13,24.9,6.4,21.861,0.27899999999999997,112.3,1.0,20.563000000000002,0.01,224.4,13.1,18.884,0.063,-72.86,2.13,53.59,1.56,333.437395886, J2213-2136 ,6819452113702184192,  L0Int-G ,2013ApJ...772...79A,  L0Int-G ,2008ApJ...689.1295K,      ... ,               ... ,14.404000000000002,0.055999999999999994,15.376,0.035,13.755999999999998,0.039,13.247,0.026000000000000002,12.873,0.028999999999999998,11.597999999999999,0.263,443.0
656,43.887702661999995,  2MASSI J2238074+435317 ,2003AJ....126.2421C,0.16,18.738,-99999.0,-99999.0,18.253,0.012,-99999.0,-99999.0,15.757,0.008,-99999.0,-99999.0,54.11,2014PASP..126...15W,1.55,       ...,                ...,44.06,0.25,38.9,7.5,21.378,0.209,652.5,1.1,18.652,0.002,1258.9,11.4,17.012,0.01,-125.75,0.34,325.48,0.32,339.533036257, J2238+4353 ,1982218395990388224,     L0.5 ,2014ApJ...794..143B,     L1.5 ,2003AJ....126.2421C,      ... ,               ... ,13.046,0.026000000000000002,13.84,0.027000000000000003,12.52,0.027000000000000003,12.210999999999999,0.024,11.96,0.021,11.853,0.20199999999999999,173.0
657,25.715622983000003,  2MASS 22425317+2542573 ,2003AJ....125.3302G,0.18,19.687,-99999.0,-99999.0,19.262999999999998,0.012,21.349,0.068,16.903,0.009000000000000001,17.833,0.013000000000000001,47.95,2014PASP..126...15W,2.74,       ...,                ...,46.98,0.72,29.4,7.5,21.680999999999997,0.275,237.4,1.2,19.75,0.005,455.0,7.4,18.117,0.018000000000000002,-66.2,1.02,380.44,1.25,340.72354522, J2242+2542 ,1877650201620091008,      ... ,               ... ,       L3 ,2007AJ....133..439C,      ... ,               ... ,13.744000000000002,0.027999999999999997,14.812000000000001,0.039,13.048,0.034,12.520999999999999,0.023,12.199000000000002,0.023,11.79,0.259,534.0
658,-59.540153368999995,  2MASS 22431696-5932206 ,2007A&A...466.1059K,0.17,18.86,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,36.64,0.27,38.2,6.5,21.397,0.185,572.9,1.4,18.793,0.003,1096.4,9.1,17.162,0.009000000000000001,-266.31,0.47,-19.82,0.35,340.820559177, J2243-5932 ,6503296925345017984,       L0 ,2007A&A...466.1059K,     L0:: ,2008AJ....136.1290R,      ... ,               ... ,13.386,0.031,14.074000000000002,0.03,12.837,0.028999999999999998,12.519,0.024,12.28,0.023,11.587,0.233,495.0
661,-28.673633869,  2MASSI J2254519-284025 ,2003AJ....126.2421C,0.02,18.840999999999998,20.184,-99999.0,18.467,0.005,21.035999999999998,0.025,15.999,0.006,16.959,0.008,-99999.0,               ... ,-99999.0,       ...,                ...,34.79,0.35,32.0,6.4,21.588,0.217,507.8,2.0,18.924,0.004,993.2,8.1,17.269000000000002,0.009000000000000001,23.23,0.58,-1.1,0.65,343.716432527, J2254-2840 ,6609254898113164416,     L0.5 ,2004A&A...416L..17K,     L0.5 ,2003AJ....126.2421C,      ... ,               ... ,13.432,0.023,14.134,0.021,12.955,0.021,12.578,0.023,12.347999999999999,0.024,10.912,0.11800000000000001,754.0
662,-57.219454041000006,  2MASS 22551861-5713056 ,2007A&A...466.1059K,0.79,19.375999999999998,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,58.86,0.59,93.7,7.2,20.422,0.083,356.3,1.1,19.309,0.003,934.9,11.5,17.335,0.013000000000000001,-243.25,0.88,-219.12,0.79,343.825758769, J2255-5713 ,6493448634054105728,     L5.5 ,2007A&A...466.1059K,      ... ,               ... ,      ... ,               ... ,13.189,0.032,14.083,0.03,12.579,0.03,11.845999999999998,0.024,11.497,0.022000000000000002,10.894,0.084,233.0
663,-0.576784545,SDSSp J225529.09-003433.4,2002AJ....123..458S,0.26,20.184,24.71,0.53,19.819000000000003,0.01,21.773000000000003,0.141,17.414,0.013999999999999999,18.382,0.011000000000000001,16.19,2004AJ....127.2948V,2.59,       ...,                ...,16.33,1.1,53.7,10.2,21.026999999999997,0.207,139.4,1.3,20.328,0.01,258.2,7.1,18.732,0.03,-176.87,1.48,-34.18,1.93,343.871040484, J2255-0034 ,2651588258793809280,     M8.5 ,2014ApJ...794..143B,      L0: ,2002AJ....123..458S,      ... ,               ... ,14.755999999999998,0.057999999999999996,15.65,0.055999999999999994,14.437000000000001,0.075,14.05,0.027000000000000003,13.802,0.040999999999999995,11.905999999999999,-99999.0,1506.0
668,-50.149610333999995,        SSSPM J2307-5009 ,2005A&A...440.1061L,0.04,18.338,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,46.59,2014AJ....147...94D,1.57,       ...,                ...,48.0,0.28,63.3,14.5,20.848000000000003,0.249,1121.9,1.8,18.063,0.002,2122.3,25.0,16.445,0.013000000000000001,22.16,0.38,462.34,0.27,346.74797602, J2306-5008 ,6502618938988110848,     L0.5 ,2005A&A...440.1061L,       M9 ,2005A&A...440.1061L,      ... ,               ... ,12.7,0.028999999999999998,13.386,0.023,12.24,0.027999999999999997,11.912,0.023,11.607000000000001,0.021,10.982000000000001,0.136,1264.0
672,-17.987347801,        SSSPM J2310-1759 ,2002A&A...389L..20L,0.14,19.18,-99999.0,-99999.0,18.627,0.006,20.924,0.034,16.221,0.006999999999999999,17.187,0.01,36.4,2013AJ....146..161M,6.9,       ...,                ...,26.7,0.48,39.4,18.8,21.364,0.518,435.2,1.9,19.092,0.005,817.1,14.4,17.480999999999998,0.019,-304.31,0.77,22.91,0.71,347.57706623800004, J2310-1759 ,2406057485426252160,       L1 ,2005A&A...440.1061L,      L0: ,2007AJ....133..439C,      ... ,               ... ,13.578,0.032,14.376,0.032,12.969000000000001,0.026000000000000002,12.61,0.024,12.304,0.025,11.867,0.297,301.0
673,-48.647011185,  2MASS 23174712-4838501 ,2008AJ....136.1290R,0.09,20.304000000000002,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,50.02,1.27,48.6,14.8,21.135,0.33,107.2,0.8,20.613000000000003,0.008,223.3,6.4,18.89,0.031,65.79,1.24,249.0,1.28,349.447914827, J2317-4838 ,6526909899623917056,L6.5 p(red,2010ApJS..190..100K,       L4 ,2008AJ....136.1290R,      ... ,               ... ,13.925,0.022000000000000002,15.15,0.038,13.181,0.028999999999999998,12.394,0.023,11.96,0.022000000000000002,11.73,0.258,432.0
674,41.395128146,  2MASS 23202927+4123415 ,2014ASINC..11....7B,0.07,19.31,-99999.0,-99999.0,18.729,0.009000000000000001,21.3,0.122,16.378,0.013000000000000001,17.295,0.005,-99999.0,               ... ,-99999.0,       ...,                ...,17.89,0.46,35.9,6.8,21.465,0.207,382.4,1.2,19.232,0.004,740.6,7.0,17.588,0.01,54.3,0.48,162.59,0.52,350.12299195699995, J2320+4123 ,1924288873531145728,       L0 ,2014ApJ...794..143B,      L1: ,2014ASINC..11....7B,      ... ,               ... ,13.764000000000001,0.038,14.585,0.039,13.192,0.040999999999999995,12.808,0.023,12.53,0.026000000000000002,12.255999999999998,0.532,309.0
675,-13.441872578,  2MASS 23211254-1326282 ,2007A&A...466.1059K,0.2,19.33,-99999.0,-99999.0,18.825,0.016,21.351,0.047,16.453,0.009000000000000001,17.42,0.006999999999999999,-99999.0,               ... ,-99999.0,       ...,                ...,34.99,0.72,23.2,9.4,21.936999999999998,0.441,341.5,2.6,19.355,0.008,654.3,11.4,17.722,0.019,-162.32,0.89,543.26,1.12,350.304764005, J2321-1326 ,2408845056640573056,       L1 ,2007A&A...466.1059K,      ... ,               ... ,      ... ,               ... ,13.58,0.026000000000000002,14.5,0.032,13.136,0.033,12.724,0.024,12.493,0.025,11.716,0.242,433.0
678,-31.558851698,  2MASS 23224684-3133231 ,2008AJ....136.1290R,0.44,18.668,-99999.0,-99999.0,17.922,0.004,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,50.16,2016ApJ...833...96L,2.84,       ...,                ...,50.32,0.56,27.7,5.5,21.746,0.214,882.8,2.5,18.324,0.003,1682.9,15.4,16.697,0.01,-540.48,0.55,-203.21,0.53,350.694088623, J2322-3133 ,2328674716056981888,   L2Vl-G ,2013ApJ...772...79A,   L0Vl-G ,2008AJ....136.1290R,      ... ,               ... ,12.789000000000001,0.023,13.577,0.027000000000000003,12.324000000000002,0.024,12.007,0.023,11.722999999999999,0.022000000000000002,11.136,0.131,434.0
679,-61.8579914,  2MASS 23225299-6151275 ,2008AJ....136.1290R,0.04,20.19,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,    VB;MG;,2014ApJ...783..121G,23.24,1.05,34.8,5.6,21.498,0.175,100.6,0.9,20.682,0.009000000000000001,205.0,7.1,18.983,0.038,-81.97,1.62,80.09,1.45,350.72159151, J2322-6151 ,6487248865942846336,      ... ,               ... ,  L2Int-G ,2009AJ....137.3345C,      ... ,               ... ,14.535,0.063,15.545,0.062,13.86,0.043,13.219000000000001,0.024,12.814,0.025,12.395,0.35100000000000003,518.0
681,-58.298888442,  2MASS 23245065-5817554 ,2008AJ....136.1290R,0.11,20.428,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,31.36,0.93,34.2,11.0,21.516,0.35,103.6,0.8,20.65,0.009000000000000001,194.4,8.1,19.04,0.045,-41.02,1.44,-10.97,1.86,351.211031512, J2324-5817 ,6492543937848408192,      ... ,               ... ,       L3 ,2008AJ....136.1290R,      ... ,               ... ,14.489,0.06,15.568,0.061,13.849,0.051,13.375,0.024,13.072000000000001,0.026000000000000002,12.440999999999999,0.406,451.0
682,42.862204481999996,  2MASS 23254530+4251488 ,2007AJ....133..439C,0.21,20.921,-99999.0,-99999.0,21.291999999999998,0.057999999999999996,-99999.0,-99999.0,17.546,0.013999999999999999,18.688,0.02,-99999.0,               ... ,-99999.0,       ...,                ...,67.64,2.11,25.7,10.9,21.826,0.45899999999999996,77.3,0.9,20.968000000000004,0.013000000000000001,200.6,8.9,19.006,0.048,-286.31,2.9,-41.49,4.03,351.43853198, J2325+4251 ,1925025168366253952,      ... ,               ... ,       L8 ,2007AJ....133..439C,      ... ,               ... ,14.452,0.045,15.493,0.05,13.764000000000001,0.046,13.025,0.024,12.55,0.024,11.325,0.135,55.0
684,15.872499643,  2MASS 23312938+1552228 ,2008AJ....135..785W,0.11,19.805,24.13,0.39,19.241,0.009000000000000001,21.39,0.039,16.883,0.006999999999999999,17.817,0.004,-99999.0,               ... ,-99999.0,       ...,                ...,25.18,0.56,31.7,5.0,21.599,0.172,235.6,0.8,19.758,0.004,457.2,6.7,18.112000000000002,0.016,-106.51,0.69,-130.49,1.0,352.87175819099997, J2331+1552 ,2820384936000540544,     M9.5 ,2014ApJ...794..143B,       L0 ,2008AJ....135..785W,     L0.5 ,2016A&A...589A..49S,14.196,0.037000000000000005,15.057,0.040999999999999995,14.0,0.067,13.469000000000001,0.025,13.186,0.027999999999999997,12.257,-99999.0,790.0
687,35.121139721,  2MASS 23392527+3507165 ,2008AJ....136.1290R,0.07,20.361,-99999.0,-99999.0,20.088,0.036000000000000004,21.865,0.141,17.535,0.013000000000000001,18.582,0.018000000000000002,-99999.0,               ... ,-99999.0,       ...,                ...,36.54,0.91,37.4,6.1,21.419,0.17800000000000002,117.3,0.7,20.515,0.006,229.1,6.1,18.862000000000002,0.028999999999999998,-29.38,0.8,176.54,1.22,354.85627334300005, J2339+3507 ,2873220249284763392,      ... ,               ... ,     L3.5 ,2008AJ....136.1290R,      ... ,               ... ,14.350999999999999,0.049,15.362,0.053,13.588,0.04,13.082,0.024,12.764000000000001,0.026000000000000002,12.520999999999999,0.529,145.0
